id,geometry,buildstart,opening,closure,length,city_id
1673,"LINESTRING(2.27785612041626 48.8713191347657,2.28553796703068 48.8697665888405,2.29751134808546 48.8747910176751)",1900,1900,1907,1630,95
1675,"LINESTRING(2.34432498594109 48.8829015412518,2.34964648863212 48.8837481681251,2.36041824004272 48.8844254593032,2.36586848876226 48.8842561373668,2.37011710783764 48.8824217796637,2.37100241186792 48.8774276160731,2.37705347538738 48.8720082716657,2.38057253363431 48.8690725483204,2.3837264298142 48.8662540384675,2.38776047217533 48.8622733758038,2.39011851841374 48.8582666815547,2.3949250369684 48.8558384098183)",1903,1903,1907,5536,95
7524,"LINESTRING(5.9674502 47.2217264,5.967078 47.2221254,5.9663463 47.2229117)",2011,2014,999999,156,283
1686,"LINESTRING(2.34901272700515 48.8638458721854,2.34494866646048 48.8626792208796,2.34668512869337 48.859811087478)",1905,1908,1977,669,95
1688,"LINESTRING(2.34885639754822 48.8638352845022,2.34586377115011 48.8624984939982,2.34663963724768 48.8598004989476)",,1977,999999,571,95
1690,"LINESTRING(2.34672687658801 48.8598085057968,2.34753968868932 48.8553115249067,2.34373425018987 48.8533910694314,2.33963324364197 48.8521026213338,2.3344238569432 48.8536098592493,2.33069231045121 48.8511301856954,2.32699771008856 48.84702143671,2.3252243018519 48.8434715950812,2.32902974037046 48.8421828916925,2.33084009461086 48.838924512567)",,1910,999999,3641,95
1778,"LINESTRING(139.582825918732 35.6975074602703,139.582540101844 35.6979368707901,139.582168539933 35.6984475181385,139.581897013919 35.6988305014857,139.581739814638 35.6994455921311,139.581525452008 35.7003159953069,139.581282507669 35.7008498378824,139.580753746477 35.7016157796893,139.580167821979 35.7024873680529)",1934,1934,999999,608,114
1701,"LINESTRING(139.776915944993 35.7132613748129,139.778522058577 35.7154416061141,139.779663904955 35.7169188317484,139.780128172161 35.7178459041935,139.780216006524 35.7187220286745,139.780144747805 35.7195216532968,139.779893792567 35.720204201869,139.779329143241 35.7208765574238,139.778425704375 35.721722087436,139.777522265478 35.7225166737098,139.775648361817 35.724184090293,139.774644540831 35.7250499584548,139.773628172088 35.7259361902434,139.771844241324 35.7273862723164,139.770827872581 35.7282521056721,139.770238127741 35.7288327180526,139.76974876502 35.7293318376125,139.769372332147 35.7298615120789,139.769246854512 35.7304421127403,139.769322141086 35.7312162403675,139.769435070964 35.7315829297644,139.769836599019 35.7321737037584,139.77027577071 35.7325913171029,139.771028636457 35.7331413410877,139.77219557835 35.7336302480946,139.7729860874 35.7337321033543,139.773764048662 35.7337932164426,139.775432901063 35.7336404336341,139.777809971962 35.7333113895764)",1905,1905,999999,3342,114
1716,"LINESTRING(2.28582852097597 48.8574966836561,2.28937979135225 48.8538478113878,2.2924385496857 48.8508117512868,2.29363094700577 48.8504364951141,2.29889304821953 48.8487136920734,2.30296275211313 48.8474343445281,2.31079109989861 48.8452507825321,2.31481010051996 48.8405421091803,2.32077208712045 48.8420945936144,2.32515285117401 48.8412927670041,2.33067129349647 48.8389227519214,2.33261541969452 48.8342139291414,2.33699337820102 48.8329019315757,2.34355156345478 48.831093206603,2.3494098633218 48.8295574454638,2.35049857392193 48.8297451521304,2.35565302299318 48.8309916940989)",,1906,1907,6625,95
7469,"LINESTRING(1.4235843 43.5883686,1.4239755 43.5881134)",0,0,999999,42,325
1671,"LINESTRING(139.646161773233 35.8457979751821,139.643039738371 35.8485395291607,139.638564821699 35.8525884201272,139.637368041667 35.8535584362322,139.63580702422 35.8555827794195,139.634141938953 35.8588722268652,139.632684989325 35.8628362513949,139.63091583624 35.868065086882,139.627970711827 35.8757019727057,139.626305626561 35.8801710793843,139.625889355253 35.8816045130256,139.625056812603 35.8837546148404,139.625316982199 35.8853987709581,139.62661783005 35.8881811112513,139.628178847498 35.8902045700714,139.629486654513 35.8925907045992,139.629538688438 35.8939396077568,139.628862247534 35.896300132987,139.628341908374 35.8976911238286,139.627059146834 35.9002315430238,139.625884642827 35.9022185601014,139.624513141275 35.9051749114879,139.624036872186 35.9062552507557)",1985,1985,999999,7389,114
3287,"LINESTRING(-1.5704876 47.1831026,-1.5700035 47.1831824,-1.5695476 47.1832576,-1.569135 47.1833256)",,1994,2007,105,265
3253,"LINESTRING(-1.5916371 47.1781329,-1.5916153 47.1781618,-1.5915904 47.1781931,-1.5915506 47.1782336,-1.5914919 47.178289,-1.5913592 47.1783988,-1.5911478 47.1785651)",,2007,999999,61,265
3288,"LINESTRING(-1.569092 47.1833789,-1.569323 47.1833525,-1.5695695 47.183321,-1.5700377 47.1832467,-1.5705105 47.1831675)",,1994,2007,110,265
3260,"LINESTRING(-1.5871872 47.1805262,-1.5873276 47.1804574,-1.5885147 47.1799006,-1.5885676 47.1798794,-1.588639 47.1798509,-1.5886764 47.1798382,-1.5887334 47.179819,-1.5888689 47.1797835,-1.5889073 47.1797744,-1.5890138 47.1797547,-1.589378 47.1796873,-1.589464 47.1796663,-1.5895468 47.1796408,-1.5896659 47.179597,-1.5897487 47.179561)",,2007,999999,224,265
6453,"LINESTRING(144.959469869554 -37.806301063046,144.955971812733 -37.8058839984332,144.949276053319 -37.8051429353089,144.949626559984 -37.8030655296663,144.945532641709 -37.8026002637434,144.947169261286 -37.7935558897006)",0,0,999999,2518,77
6454,"LINESTRING(144.95946461215 -37.806291125665,144.957274674996 -37.8019223559907,144.957203726488 -37.8012429950717)",0,0,999999,598,77
10348,"LINESTRING(-4.0045337 55.8642498,-4.0061893 55.8647344,-4.0072283 55.8650497,-4.0150323 55.8673802,-4.0155045 55.8675044,-4.0160063 55.8676146,-4.016508 55.8677168,-4.0170269 55.8677905,-4.0174343 55.86784,-4.0176388 55.8678598,-4.0178411 55.8678752,-4.0181259 55.8678952,-4.018375 55.8679074,-4.0186383 55.8679179,-4.0189096 55.867918,-4.0193097 55.8679207,-4.0196984 55.8679046,-4.0200947 55.8678782,-4.0204665 55.8678419,-4.0208468 55.8677918,-4.0213339 55.8677069,-4.0222756 55.86753)",0,0,999999,1213,48
6455,"LINESTRING(144.957218659038 -37.8012369522416,144.957421287984 -37.8007329042822,144.957658518359 -37.7988521476939,144.957888707989 -37.7969351013666,144.958349087228 -37.7931008594741,144.959281520468 -37.785857266116,144.960144205458 -37.7778491541671,144.96051365997 -37.7768897778097,144.961604431411 -37.7702286865903,144.962836365186 -37.7629954369643,144.964419802818 -37.7538432544094,144.965933669703 -37.7451212001088,144.967018834093 -37.7390445377992)",0,0,999999,6961,77
1682,"LINESTRING(2.39909581072007 48.8649518274918,2.40124067037684 48.8680907857042,2.40420499620856 48.8715578590581,2.40464014653031 48.872368469847,2.40625696954808 48.8767237479131)",,1921,1971,1420,95
1696,"LINESTRING(139.534145835418 35.4007227049894,139.535393236033 35.3968249471319,139.535757061232 35.3949607354592,139.535497186108 35.3909355859934,139.535081385871 35.3871644742388,139.534561635623 35.3825880568873,139.534249785461 35.3804268806566,139.5335741101 35.3787741774311,139.532846459733 35.3771638186451,139.531247507331 35.3743489115576,139.530052081722 35.3721027528048,139.529428381398 35.3704922608823,139.529532331441 35.3693903268298,139.530104056759 35.3673559475379,139.530363931883 35.3658301294241,139.529948131678 35.3642618974111,139.529220481279 35.3613372752554,139.52937640636 35.3603623776515,139.530104056759 35.3591331421697,139.531247507331 35.3579886647314,139.531715282573 35.356335501997,139.531455407449 35.3554029337336,139.530013487057 35.3517210312961,139.529077936572 35.3502373101216,139.527986461006 35.3493470643501,139.526427210229 35.3484992020952,139.522892908407 35.3465066907846,139.520398107112 35.345234849365,139.517955280856 35.3439205921867,139.513537403585 35.3414616019898,139.507976075743 35.3385361541003,139.504961524169 35.3370097914098,139.503610173478 35.3362041994818,139.502154872745 35.3359922002657,139.500127846694 35.3359498003611,139.497736995475 35.3365009974395,139.494566518852 35.3373489856148,139.491292092153 35.3381545661306,139.488433465691 35.3388753418851,139.485834714354 35.3388753418851,139.483183987979 35.3387057481707,139.480533261636 35.3385361541003,139.424132445161 35.3357196490393,139.42226134419 35.3355076485653,139.420234318139 35.3350836459357,139.399493852672 35.327797621827,139.398454352144 35.3274583875358,139.396011525887 35.3272887698629,139.393516724593 35.3276704091363,139.384784920128 35.3288577197936,139.374753739945 35.3318259201343,139.372674738888 35.3319531262854,139.371115488079 35.3317835180439,139.368464761737 35.3313170935281,139.34925132711 35.3276280049563,139.341714948221 35.3262710564292,139.340103722407 35.3257197895849,139.327694357933 35.3206689167264,139.314440726122 35.31214447237,139.313193325475 35.311338632642,139.311322224537 35.3101510647234,139.30971099869 35.3094724466581,139.307320147471 35.3090907214921,139.281168070748 35.3059096086187,139.273995517059 35.3050612906754,139.271919495101 35.3045905032045,139.270256294249 35.3039118384806,139.256534887196 35.2984823158653,139.255235511511 35.2978884397186,139.253624285696 35.297336979403,139.252168984931 35.2969976173471,139.243645080669 35.2945371999743,139.241202254413 35.293773606913,139.233665875525 35.2908464334566,139.231831176716 35.2899364664158,139.23021995087 35.2887485843651,139.224866523146 35.2851848336449,139.223878997623 35.2845060061978,139.220552595919 35.2831483342165,139.217797919501 35.2820876371493,139.214263617678 35.2812814980868)",1887,1887,999999,36575,114
7525,"LINESTRING(5.9635287 47.2262092,5.9633996 47.2261313,5.9633038 47.2261044,5.9632019 47.2260927,5.9630986 47.2260979,5.9630117 47.2261181,5.962939 47.2261521,5.9626628 47.226331,5.962497 47.2264336)",2011,2014,999999,96,283
1694,"LINESTRING(139.622960560995 35.4662284551242,139.622681684052 35.4659328959908,139.622491487681 35.4657323713451,139.621047718729 35.4643397595217,139.620487204527 35.4638912416878,139.619662216202 35.4630931684115,139.618408612408 35.4617131202506,139.617764512751 35.4609882584699,139.616219080709 35.4592739765843,139.615801153433 35.4588054060647,139.614888282076 35.4578371384456,139.614106512244 35.4569039829205,139.613408327891 35.456235148045,139.612546101046 35.4554647245632,139.611646328222 35.4549120251794,139.610712137884 35.4544113884108,139.609315769091 35.4536023526795,139.608652002251 35.4532298731464,139.607199079618 35.4523785012521,139.606127219106 35.4518418016119,139.60537495001 35.4513972193507,139.604637431319 35.4509686557403,139.604062166736 35.4505400898475,139.603733616394 35.4503180994456)",1887,1887,999999,2509,114
1693,"LINESTRING(139.603733095441 35.4503178346636,139.601969018838 35.4489228383621,139.600723419451 35.4477697548782,139.599779783567 35.4466935287184,139.598911638524 35.4458786621939,139.597911384462 35.4453097882153,139.596911130448 35.4450330372695,139.595948621807 35.444894661435,139.594721895177 35.4449407867396,139.593249823174 35.4451406627477,139.588403309668 35.4457464376771,139.579740732181 35.4469917984441,139.579128147459 35.447066079683,139.578530229186 35.4470686719658,139.5778759933 35.4469990463631,139.577280423667 35.4468218870446,139.57596353957 35.4462384343981,139.574302740372 35.4453005631361,139.569792644846 35.4430943310471,139.566716391822 35.4415260198865,139.563451411648 35.4399269260799,139.561933862991 35.4389026520835,139.561386554161 35.4382875997224,139.559461536926 35.4361656329955,139.55835974862 35.4348193364136,139.557359494558 35.4335122782364,139.556868803906 35.4319899131449,139.556736694888 35.4302368510129,139.556793313019 35.428606776562,139.555880985004 35.4261827436913,139.554824112813 35.4240758370505,139.553899349639 35.4228147424822,139.552974586465 35.4219996342683,139.551398288142 35.4209529909831,139.549171307403 35.4198764063399,139.546415890592 35.4184153041643,139.543660473781 35.4170156972362,139.540886183851 35.4153238321275,139.538923421196 35.414400981701,139.537583458211 35.4135550261897,139.536451095131 35.4126167742252,139.535224368454 35.410970961624,139.534626660656 35.4097095566203,139.534192588134 35.407725276893,139.533777388323 35.4050487291832,139.533550915707 35.4031720162802,139.534135969957 35.40077222138)",1887,1887,999999,9623,114
1703,"LINESTRING(139.726599313606 36.02467533254,139.723329192329 36.0265022108462,139.720308598376 36.0282971837364,139.718417443893 36.0293911412365,139.708817207771 36.0343827935708,139.706741486144 36.035482451705,139.705625179684 36.0362683316059,139.700871027455 36.0399002692287,139.694918208752 36.0443696338303,139.686408013513 36.0507406879777,139.683192511913 36.0531331068081,139.679134409603 36.0562227883974,139.677165819051 36.0576695267511,139.676351571961 36.0584976529828,139.675891916385 36.0592833031637,139.675616123006 36.0602175796452,139.675602989994 36.0609501295855,139.675752891025 36.0619674942315,139.676081216451 36.062721260629,139.677604646439 36.0655770143138)",1899,1899,999999,6733,114
1695,"LINESTRING(139.625421860602 35.4575736300538,139.624916382174 35.4579453449841,139.62457285852 35.4581837049611,139.623949426681 35.4583857922043,139.623198763842 35.4584635179409,139.62230178538 35.4583236115662,139.621589291854 35.4580748885329,139.619900829893 35.4574893498344,139.618736666339 35.4571318065312,139.617470718004 35.4565980795059,139.615994838563 35.4559658932485,139.61483067504 35.455385521296,139.614105458388 35.4550642421717,139.613049441208 35.4545149555371,139.612292416807 35.4541833089516,139.611017193012 35.4535828908029,139.609884837207 35.4530439581757,139.608148134219 35.4523236483514,139.60716209407 35.4518987143464,139.604874363706 35.4511040124587)",1887,1887,1915,2091,114
1698,"LINESTRING(139.214266927747 35.2812701295543,139.211966475647 35.2808828933225,139.21126122756 35.2807595256389,139.209070668193 35.2804626640502,139.207937233798 35.2803050267114,139.205856710663 35.2798989284621,139.203888836565 35.2795720579261,139.200114598762 35.2789768481227,139.197348253995 35.278591710028,139.192071630906 35.277752246971,139.18563827101 35.2766318232313,139.180362915901 35.2757739883309,139.178325685276 35.2754938770019,139.17607071918 35.2750422478811,139.174805491746 35.2747271197249,139.173368708039 35.2739217866411,139.17240370405 35.2732389979859,139.170924031268 35.271698325499,139.166971237777 35.2681446189302,139.16420489301 35.2654132349783,139.161524326394 35.2628743660311,139.159015316051 35.2605105199897,139.157423548741 35.2582532685001,139.155900986883 35.2562745336955)",1920,1920,999999,6353,114
1910,"LINESTRING(19.0248656 47.500058,19.0248121 47.5003359,19.0246151 47.5012027,19.0241615 47.5027342,19.023572 47.5040996,19.0235053 47.505004,19.0237202 47.5059225,19.0241067 47.5064306,19.0246796 47.5068243,19.0251894 47.507081,19.0269907 47.507979,19.0270509 47.5079953,19.0277567 47.5083305,19.0288818 47.5086436,19.0305836 47.5088526,19.0318562 47.5088211,19.0327688 47.5086047,19.0342612 47.508251,19.0357896 47.5076172,19.0384377 47.5065696,19.0406995 47.5061737,19.0440134 47.5057788,19.0465179 47.5054803,19.0482474 47.5050602,19.0494351 47.5045756,19.050767 47.5037202,19.0513447 47.5029636,19.0519602 47.5017097,19.0532239 47.4993167,19.0533467 47.4989085,19.0533633 47.4988405,19.0536527 47.4978481,19.0540521 47.4968276,19.0542422 47.4963912,19.0544083 47.4961285,19.0545484 47.4959893,19.0547243 47.4957924,19.0549166 47.4956269,19.055415 47.4953026,19.0559031 47.4950213,19.0568413 47.4946833,19.0575971 47.4945025,19.0582697 47.4943728,19.0586817 47.494296,19.0590114 47.494257,19.0594957 47.4942465,19.0598257 47.4942722,19.0605541 47.4944407,19.0622618 47.4948425,19.0624944 47.4949046,19.0690044 47.4965673,19.0703926 47.4969413,19.0705399 47.4969857,19.0786709 47.4991145,19.0794008 47.4992883,19.0798859 47.4993893,19.0806462 47.4994896,19.0815582 47.4995186,19.0829638 47.499554,19.0855026 47.499626,19.0879901 47.4996548,19.0961706 47.4998063,19.1010871 47.4998118,19.1025472 47.4998656,19.1035379 47.4999621,19.1048404 47.5000721,19.1067047 47.5002625,19.1071707 47.5003101,19.1077997 47.5003937,19.1085157 47.5004369,19.110272 47.5004884,19.1116678 47.5005193,19.1130478 47.5004893,19.1141635 47.5004335,19.1152606 47.5004154,19.1158234 47.5004493)",0,0,999999,8654,29
1697,"LINESTRING(139.21423798977 35.281247357763,139.211067746305 35.280780676125,139.209924379824 35.2805897601494,139.208417214866 35.2809503788572,139.20678012195 35.281841312307,139.204753244968 35.283792846588,139.203194108827 35.2852140430355,139.200283721375 35.2880139391729,139.197685161151 35.2903683223379,139.182665482623 35.3042174962949,139.17952122475 35.3071227649598,139.176974635742 35.3094553869111,139.167118799443 35.3185806104613,139.164987980061 35.3205100564466,139.159049272821 35.3259870318593,139.154761648466 35.3298879243046,139.148718621109 35.3354921903332,139.145600348827 35.3398165729137,139.143469529446 35.3427205626873,139.142433424945 35.3441005750158,139.141290058463 35.3450332051911,139.140692389598 35.3454359285356,139.139211210265 35.3459446288193,139.137626088532 35.3465593040664,139.134455845068 35.3477462499327,139.127892422685 35.3501322523221,139.125241891246 35.3510860072862,139.122123618997 35.3519549742337,139.11770606662 35.3531630347064,139.111593616218 35.3550916550943,139.110242364907 35.3557910335645,139.109280897631 35.3563632477945,139.107124092626 35.3580798661961,139.10294041067 35.3614070349617,139.101147404108 35.3628268677919,139.100419807253 35.3631871199227,139.099562282376 35.3633990321758,139.098886656736 35.3634837969293,139.097769275846 35.3633990321758,139.097223578197 35.3633354585556,139.093299185206 35.3627368427301,139.089843100105 35.3622282481953,139.084100282008 35.3613593917909,139.080410326486 35.3607660210742,139.072952457784 35.3596004586873,139.070457839992 35.3592189982686,139.069496372716 35.3590706520592,139.068846732635 35.3591130367126,139.067937236575 35.3593037673975,139.058374534966 35.3605329098971,139.057620952487 35.3605752937829,139.054580636467 35.3614865418151,139.053541212384 35.3617196501916,139.052449817085 35.3618256083137,139.051228493764 35.361656075249,139.049695343247 35.3613593915127,139.048318106312 35.3611262821093,139.047590509457 35.3610203230695,139.046017015942 35.3611931521057,139.044443522394 35.3617700617159,139.041473496299 35.3630970430251,139.040217073018 35.3638907542615,139.039438444526 35.3645257176341,139.038712904318 35.3655791685757,139.038429766664 35.3662141186681)",1889,1889,1934,20182,114
5878,"LINESTRING(7.7604103 48.5982501,7.760425 48.5982743,7.7606306 48.5985793,7.7608965 48.5989506)",,2000,999999,86,328
1700,"LINESTRING(139.777810019974 35.733311239552,139.779468247151 35.7329993526913,139.780504514473 35.7328474715137,139.78120975195 35.7327598476386,139.781972559846 35.7326430156503,139.783346603137 35.7324560837799,139.786016430737 35.7321464774399,139.787599616912 35.7319478614296,139.789413084725 35.7317083532147,139.792356371519 35.7313286433576,139.794349746869 35.7310423995284,139.795380719278 35.7309882648096,139.796323691023 35.7310770022555,139.797155495447 35.7314281217671,139.797904119461 35.7319412936338,139.798819104336 35.7329811317631,139.799284914794 35.733669848252,139.799783997456 35.7346286397265,139.80044944102 35.73611406849,139.802424143774 35.7421878616339,139.802906590355 35.7437406618052,139.803372400854 35.7452664272479,139.804836376547 35.7492359811345,139.805235642677 35.7503295988628,139.805585000521 35.7514502039325,139.806388089949 35.7533999130361,139.807685005135 35.7551759830128,139.809346677719 35.7573466813757,139.811048878911 35.7591555514474,139.812264736905 35.76010930274,139.81368323789 35.7606026178913,139.817249754657 35.7611617046913,139.822599529806 35.7617536746751,139.825112302986 35.7619509970241,139.829732563512 35.7624821205373,139.831029478723 35.7626465543599,139.835203924461 35.7631069672386,139.839256784426 35.7635673774628,139.841283214408 35.7638304678143,139.843066472791 35.7642579877874,139.843877044804 35.7646855054731,139.845579245971 35.7656063049637,139.847240918555 35.766461323534,139.849186291346 35.7671190238629,139.850564263723 35.7673821024779,139.851982764708 35.7675136414539,139.857463748117 35.7680347797355,139.861435550865 35.7684622771119,139.86492101044 35.7687253512839,139.86710955483 35.7691199609051,139.87027078559 35.769415916826,139.871284000568 35.7695145685583,139.874202059755 35.7696132201683,139.878295448302 35.7692843809961,139.881699850686 35.7690541927675,139.884212623866 35.7687582354903,139.887941255015 35.7693172649713,139.891102311525 35.7700118831005,139.894141956485 35.7712614532973,139.895722571878 35.7728069471723,139.896857372656 35.7740235914356,139.897343715853 35.7752730985969,139.900545475222 35.7842492438596,139.90168810332 35.7874414817497,139.902903961315 35.7897756772999,139.904849334106 35.7930302862203,139.906146249291 35.7948054712685,139.909023779869 35.7975339191184,139.911131267043 35.7999993034536,139.912468710837 35.8014127559583,139.915300553154 35.8053837340265,139.91615165375 35.8074215891712,139.917408040328 35.8118258071429,139.917772797726 35.813830631429,139.918015969325 35.8149480525084,139.919880284925 35.8208306864909,139.921127135655 35.8254743344668,139.92189717906 35.8269530538595,139.923802023217 35.8294503840395,139.926031096215 35.8311918967349,139.929070741176 35.8324076470957,139.931461928556 35.8335576640732,139.933772058746 35.8346748074654,139.954046555706 35.8446182271666,139.957086200666 35.8464251110812,139.959680031037 35.8484290614476,139.961503818029 35.8502030080427,139.963003376205 35.852239712607,139.965313506394 35.8549333382882,139.970756564423 35.861969915648,139.972985637422 35.8648602775065,139.975660524984 35.8682760238046,139.977568527232 35.8703805074302,139.979149142625 35.871792706626,139.981378215597 35.8732705625458,139.983647817178 35.8748797520834,139.986039004559 35.8756022347162,139.98798437735 35.8757335944944,139.990294507514 35.8753066744443,139.994063667296 35.8746170294981,139.997873355662 35.873566130424,140.001845158409 35.872613741098,140.003223130811 35.8723838522957,140.005452203784 35.8723838522957,140.010558807335 35.8727122646531,140.020137423766 35.873139198963,140.022244910965 35.8734347673312,140.025730370515 35.873664653074,140.028932129883 35.8738288567735,140.033106575647 35.8736318122974,140.036146220633 35.8732377218749,140.039550622992 35.872646582576,140.041090709776 35.8724823764262,140.04494092675 35.8724823764262,140.046845770932 35.8730406759286,140.048831672306 35.8742229442556,140.051020216696 35.8773755735213,140.052884532271 35.8801668593002,140.055397305451 35.8839431482101,140.060703549875 35.8925686479135,140.062324693851 35.8947684240301,140.063649535342 35.8965954320734)",1896,1896,999999,36400,114
1777,"LINESTRING(139.699704194633 35.6588041023503,139.699213010514 35.6586352570304,139.698929635078 35.658481760981,139.69790318625 35.6581338355144,139.696467417334 35.657704043134,139.695535426995 35.6574686796684,139.693910741131 35.6572486653609,139.690390588371 35.6571002830106,139.689357842298 35.6570746998751,139.689074466862 35.6570951663842,139.68832509639 35.6572281983447,139.687802426139 35.6574021632467,139.685617286617 35.658343613757,139.685025346795 35.6585380423813,139.684433406974 35.6586659556839,139.683394363687 35.6588552669969,139.681944657406 35.6591163894855,139.679085714064 35.6596126883668,139.676545073004 35.6598824625833,139.673069000922 35.6605015506496,139.66942290372 35.6611564481915,139.66881836944 35.6612485427718,139.667137008495 35.6615504075979,139.663128911423 35.6622375291774,139.661044527604 35.6625956693132,139.66078004384 35.6626007855872,139.658884577179 35.6625291575228,139.655735961155 35.6626314830642,139.655414802311 35.6626979945965,139.65483545698 35.6628105524558,139.654275003321 35.6630459001897,139.653903466609 35.6632147361707,139.653462660389 35.6634910124709,139.653109849424 35.6638097560472,139.652750907203 35.6641934700194,139.65248642344 35.6645720659873,139.651982644893 35.6653139042389,139.650691274202 35.6678507526559,139.650584221285 35.6682037516979,139.650489762796 35.6686130239986,139.650363818025 35.6695340204856,139.650244170618 35.6701888442497,139.650118225965 35.6706953058176,139.650030064721 35.6710329450818,139.649915167236 35.6712842738444,139.64970106134 35.6716219106174,139.649423983149 35.6718930421456,139.649002068601 35.6721999823845,139.648504587269 35.6725171527204,139.646240558212 35.6741099292846,139.644609575104 35.6752762635166,139.644256930096 35.6754962281478,139.643803529386 35.6757315384712,139.643545342867 35.6758747705117,139.643047861535 35.6760691564311,139.642487407919 35.6763300418154,139.642002521045 35.6764835035507,139.641568012039 35.6766165034783,139.638828716072 35.6775270355116,139.636284633934 35.6784580180754,139.635522668869 35.6787342416206,139.634149872279 35.6792150729098,139.633243070858 35.6795219849893,139.631769518565 35.6800641934362,139.630969770092 35.6803506417074,139.629134675429 35.6810166626721,139.628612005179 35.6812417265599,139.627314774949 35.6816918524024,139.626722835128 35.6818504188668,139.625910492196 35.6819987549554,139.623871873671 35.6822700672747,139.61770058614 35.6830782353912,139.616900837667 35.6831703046812,139.615496554945 35.6832521439652,139.61495499299 35.6832879486215,139.612382295043 35.6833851325568,139.611727382895 35.6834260520927,139.611223604318 35.683513006048,139.610637961741 35.6836511091843,139.610216047194 35.683778982262,139.606961233602 35.6848502622383,139.605412114524 35.6853873196641,139.603321433491 35.6861801121122,139.601560250171 35.6868579557804,139.600621962587 35.6873387381141,139.599626999922 35.687937154635,139.599022465642 35.6883207526182,139.598216419924 35.6887861823511,139.597240045652 35.6893565809476,139.596925184053 35.6894793303166,139.59642770272 35.6897145994169,139.595923924174 35.68986803541,139.595457929005 35.690006127545,139.592867893048 35.6909111436083,139.591576960488 35.6913356427687,139.590292325142 35.6917805972861,139.589048980422 35.6921915936439,139.588494824009 35.6923757110824,139.587896586942 35.6926109716267,139.587493564099 35.6927848594197,139.587203891417 35.6930047757839,139.586920515981 35.6932400344727,139.586346346443 35.6939046831145,139.58553400348 35.694835474699,139.58501133323 35.6954645200119,139.584620904845 35.6959196797713,139.583956644523 35.6966377206677,139.58370475525 35.6968371700809,139.583301732407 35.6971491284272,139.582829439992 35.6975173399893)",1933,1933,999999,12183,114
7526,"LINESTRING(5.9605701 47.2261893,5.9614368 47.226619,5.96161 47.2266742,5.961768 47.2266901,5.9619394 47.2266816,5.9620767 47.2266413,5.962332 47.2265372,5.962497 47.2264336)",2011,2014,999999,172,283
1781,"LINESTRING(139.625627587149 35.4710235503321,139.625631130227 35.4709240190609,139.62562723239 35.4706827618833,139.62558825409 35.4701240582717,139.625467421392 35.469666934227,139.625315406032 35.4693685324289,139.624605166189 35.4685061993245,139.623572241847 35.4673316157163,139.622753697633 35.4663951110382)",1928,1928,999999,591,114
1782,"LINESTRING(139.622753775297 35.4663952270978,139.622587511582 35.4662136548845,139.62238429696 35.4659759995364,139.622097119219 35.4655860120315,139.621873062098 35.4653483548287,139.621541040333 35.4650232996909,139.621384258733 35.4647605541803,139.621276202224 35.4644396566434,139.62117844552 35.4639785966293,139.621182997617 35.4634187701537,139.621299355498 35.462793442878,139.621408687971 35.462251442119,139.62152424139 35.4617325424377,139.621765872055 35.4613425541871,139.622370235319 35.4604617896791,139.623680197349 35.458681068818)",1928,1928,2004,952,114
1712,"LINESTRING(2.35510556206663 48.8773343013052,2.3557306243674 48.8789550037587,2.35705410107107 48.8793221058854,2.35911561018972 48.8828638518572,2.36189607821575 48.8844812218932,2.36687988906243 48.8843599193143,2.37151474626836 48.8830899892431,2.37958283099056 48.8852065215709,2.38666386278288 48.8870972146972,2.39267201102115 48.888649222806,2.40258545553036 48.8912452013948,2.4134001222838 48.8932485275127)",,1942,999999,4995,95
1805,"LINESTRING(139.81682075317 35.718300465049,139.816702560381 35.7171358464798,139.816670325998 35.7167214649878,139.816654208793 35.716141327268,139.816702560381 35.7158577997755,139.816777773967 35.715513203469,139.816858359964 35.7152907417752,139.817288151965 35.7146604480769,139.817594378721 35.7143027604365,139.81805640506 35.713875277975,139.818459335017 35.7136615358844,139.819012692146 35.7133779995693,139.819711104038 35.7131337213248,139.820576060393 35.7128327344575,139.821634423065 35.7124619521445,139.827872059728 35.7102506467459,139.829248233214 35.7097282986261,139.830095109319 35.7092257834252,139.830811696768 35.7086042471016,139.83127585 35.7080091545803,139.831780718433 35.7070305483242,139.832260737173 35.7057355759853,139.832668304611 35.7044007130218,139.833185510418 35.7028854381607,139.833538735555 35.7017932401562,139.833633834618 35.7011202622235,139.833593077857 35.7002597247824,139.83346304416 35.6997754946225,139.833239852755 35.699366079931,139.832900213228 35.6989137373497,139.832479060214 35.6985275892127,139.831745438824 35.6980752418886,139.831256357898 35.6978987154085,139.826990485273 35.6976755802093)",1904,1904,999999,3540,114
5070,"LINESTRING(11.5610935 48.1399545,11.561126 48.1401869,11.5611431 48.1402991,11.5611556 48.1404684,11.5611476 48.1406636)",0,0,999999,79,82
3445,"LINESTRING(5.4227788 43.3252584,5.4231964 43.325469,5.4240612 43.325907)",1973,1977,999999,127,74
5069,"LINESTRING(11.5611029 48.1406653,11.56111 48.1404695,11.5610976 48.1403019,11.5610805 48.1401862)",0,0,999999,53,82
5879,"LINESTRING(7.7601979 48.597928,7.7603328 48.5981226)",,2000,999999,24,328
