id,geometry,buildstart,opening,closure,length,city_id
1914,"LINESTRING(139.687590769388 35.6811904315958,139.688003000923 35.6815559331167,139.688422273218 35.6819301309516,139.688763902488 35.6822286470675,139.689359165631 35.6825818196193,139.69037370107 35.6831031667126,139.69092755462 35.6833848609039,139.691971119133 35.6839433432061,139.692499091648 35.6842670778158,139.692851073343 35.6846875104037,139.693192702613 35.6851541879843,139.69351176794 35.6856319656825,139.694122559668 35.6861532928445,139.694722999022 35.6865232648907,139.695540838817 35.6868638058374,139.69626033079 35.6869815233486,139.697026408596 35.6871665073854,139.697492266723 35.6874229622093,139.698082353654 35.6877214577732,139.699045127075 35.688129259713,139.699319465744 35.6882764042406,139.699479927981 35.6885118349308,139.699490280379 35.6889196328793,139.699376403947 35.6895796725646)",1915,1915,999999,1502,114
2572,"LINESTRING(16.3853323 48.2079265,16.3853188 48.207874,16.3852851 48.2078001,16.385224 48.2076996,16.385165 48.2075973,16.3850584 48.207425,16.3849494 48.2072429,16.3848512 48.2070796,16.3847638 48.2069354,16.3846873 48.2068104,16.384622 48.2067045,16.384568 48.2066179,16.3845257 48.2065505,16.3844952 48.2065024,16.3844705 48.2064638,16.3841881 48.2060357,16.3839366 48.2056782,16.3832939 48.204759)",0,0,999999,384,118
1916,"LINESTRING(139.480205670478 35.6721900413495,139.477683212811 35.6726886948264,139.476935107489 35.6728367319753,139.476043135747 35.6729536032173,139.475304621539 35.6729380204015,139.474518151834 35.672891271916,139.473626180117 35.6727120691319,139.471840666101 35.6723283677053,139.470929512179 35.6721491636572,139.470440366404 35.6719154186561,139.469845718592 35.6715414252148,139.469385346087 35.6709882233666,139.46911679545 35.6704739759693,139.468953746851 35.6699363501378,139.468446006235 35.6682726463923,139.468158273419 35.6671739855456,139.467685397595 35.665682196954,139.467330527126 35.6644666169604,139.467033203196 35.6634458271549,139.466822199147 35.6630484169047,139.466496101947 35.6624795713431,139.466016340226 35.6619248120858,139.46572860741 35.6616910371367,139.465162732868 35.6612468628477,139.464654404913 35.6609663304449,139.464050165987 35.6606935896703,139.463541838032 35.6605377373739,139.462601910817 35.6603351289445,139.461489343937 35.6601558979734,139.460472688003 35.6600000446275,139.457126374513 35.6594857265746,139.454143544341 35.6590259544869,139.453479911598 35.6589200017846,139.452808535043 35.6587329748425,139.452281024884 35.6584680192514,139.451964518775 35.658203062791,139.451676785959 35.6578367980031,139.451475373 35.6574471527576,139.451331506604 35.6569717829908,139.450703283687 35.6551637637265,139.449868858352 35.6527859663488,139.449677036483 35.6522638082739,139.44945644132 35.6518273750291,139.448948113365 35.6513675588423,139.448669971639 35.6512506560104,139.44814246148 35.6510402304644,139.447586178028 35.6509233271437,139.446905210359 35.6507908365036,139.446195469421 35.6506895199892,139.445677550352 35.6506895199892,139.445121266924 35.6507518686242,139.444689667688 35.6508453914951,139.442656355615 35.6513130043294,139.439222744026 35.652068972421,139.438052630582 35.6523495360791,139.437773989079 35.6524490133736,139.437399936406 35.6526516418105,139.436987519374 35.6529555835118,139.436651831108 35.6533140773619,139.433764911716 35.6563534171828,139.433246992647 35.6566963097956,139.432652344835 35.6570236149944,139.431933012807 35.6572963683135,139.431098587628 35.6574833986202,139.429803789968 35.6577951148214,139.42178563518 35.6597277283567,139.417034206712 35.6608342844978,139.41631487466 35.6610213065184,139.415413311852 35.6613252163679,139.413236133564 35.6621278445081,139.411377877001 35.6631039837055,139.410418767606 35.663407885628,139.409709026668 35.6635169783373,139.408596459787 35.6636416555505,139.405875856746 35.6639221786325,139.405252435641 35.66388321716,139.404820836429 35.663781917254,139.404360463923 35.6636026940196,139.403708269548 35.6632676234245,139.399927162769 35.6613724310317,139.39938047043 35.6610918990699,139.399016008871 35.6608659142697,139.398622774019 35.6606009657653,139.398133628243 35.6602502972712,139.397797939954 35.6598996272372,139.394280306076 35.6567580180034,139.391253864112 35.653986128928,139.39085103817 35.6536588112712,139.390438621137 35.6533548722459,139.390131706118 35.6531444522432,139.389508285036 35.6528171311372,139.389028730327 35.6525599493271,139.388491629078 35.6523027666889,139.383017552431 35.6496237647531,139.382106398509 35.6491561421522,139.381646026004 35.6488989485549,139.381358293212 35.6486963105986,139.381022604922 35.648376765071,139.380107596714 35.6474689395018,139.376461985235 35.6442065311987,139.375915292872 35.6437700539344,139.37533023615 35.6433959286616,139.374860272555 35.6430140073087,139.374323171306 35.642772382654,139.373766887854 35.6426320841302,139.373114693479 35.6426009066405,139.372251495031 35.6426320841302,139.366010949053 35.6427865083785,139.358782816143 35.6429735726685,139.358159395038 35.6430281330081,139.357603111609 35.6431528421978,139.356749504251 35.6434568200401,139.35566571064 35.643901093268,139.354072120824 35.6445975734772,139.352027236364 35.6454595564987,139.3506493998 35.6461704633399,139.350037027964 35.6466769805914,139.349566813893 35.6472545840807,139.349118470264 35.6481343105854,139.348866960405 35.6488451936259,139.348374876002 35.6503393128858,139.347882791519 35.6516544052257,139.346872278298 35.6544323459911,139.346478610701 35.6553653051167,139.346194295223 35.655898419724,139.345669405093 35.6563337940098,139.344980486547 35.6567958212875,139.343416751391 35.6577109827781)",1925,1925,999999,16060,114
2571,"LINESTRING(16.3832939 48.204759,16.3831942 48.204627,16.3829993 48.2043828,16.3828089 48.2042148,16.3826801 48.2041325,16.3825433 48.2040521,16.3823985 48.203977,16.3822495 48.2039153,16.3820364 48.2038501,16.3817866 48.2037914,16.3815214 48.2037357,16.3812183 48.2036785,16.3810037 48.2036284,16.3808661 48.2035764,16.3805547 48.2034288,16.3802727 48.2032628)",0,0,999999,290,118
2573,"LINESTRING(16.3803062 48.2032442,16.3805753 48.2033896,16.3808516 48.2035183,16.3810064 48.2035766,16.3811647 48.2036141,16.3815107 48.2036695,16.3817333 48.2037035,16.38209 48.2037822,16.3823034 48.2038239,16.3824387 48.2038698,16.382577 48.2039348,16.3827579 48.2040449,16.3828893 48.2041451,16.3830276 48.2042584,16.3831772 48.2044326,16.3833685 48.2046832)",0,0,999999,291,118
2574,"LINESTRING(16.3811456 48.2066421,16.3819832 48.2065609,16.3825747 48.206485,16.3830886 48.2064056,16.3834665 48.2063321,16.3838001 48.2062586,16.3844229 48.2060918,16.3849468 48.2059353,16.3856465 48.2057349,16.3863476 48.2055341,16.3865984 48.2054464,16.3869438 48.2053068,16.3871181 48.2052214,16.3874417 48.2050398,16.3877626 48.2048441)",0,0,999999,539,118
2575,"LINESTRING(16.3811793 48.20679,16.3816184 48.206754,16.3819961 48.2067143,16.3825841 48.2066288,16.3828829 48.2065784,16.3831237 48.206533,16.3834372 48.2064703,16.3839208 48.2063544,16.3841996 48.2062803,16.3844859 48.2062008,16.3850188 48.206036,16.385708 48.2058228,16.3863965 48.2056098,16.3866723 48.2055084,16.3869997 48.2053783,16.3871883 48.2052824,16.3874908 48.2051082,16.3878261 48.2048986)",0,0,999999,545,118
4893,"LINESTRING(-87.6337015470323 41.8755914840214,-87.6367415889247 41.8774679633321,-87.6418477546379 41.8774537359558,-87.6442091656153 41.8755527318682,-87.7002542108165 41.8751197716217,-87.7058524987944 41.8731840933631,-87.7449583 41.8725646)",1895,1895,1958,9451,147
3292,"LINESTRING(-1.5493503 47.1930398,-1.5490347 47.19297,-1.548804 47.192917,-1.5487087 47.192899,-1.5486436 47.1928867,-1.5485684 47.1928696,-1.5485419 47.1928636,-1.5484384 47.1928398)",,2007,999999,73,265
423,"LINESTRING(18.0429328506848 59.2632862810272,18.0446651886065 59.265167676766,18.0460077504993 59.26627433161,18.0475668546322 59.2675801380848,18.0484763320446 59.268642452187,18.0492991925539 59.2697932550808,18.0504252122182 59.2717358351486,18.0510748389388 59.2730193039186,18.0520276248026 59.2738159153776,18.0534568035811 59.274346979333,18.0550592161655 59.2745903808742)",1954,1954,999999,1487,110
4894,"LINESTRING(-87.7449583 41.8725646,-87.7548059 41.8724086)",1905,1905,1958,818,147
2569,"LINESTRING(16.3877626 48.2048441,16.3882627 48.2044878,16.3887107 48.2041286,16.3890417 48.2038634,16.3893362 48.2036523,16.3896565 48.2034308,16.3900068 48.2032104,16.3908678 48.2027632,16.3912526 48.2025634,16.3916021 48.2023819,16.3922161 48.2020584,16.3928341 48.2017328,16.3949257 48.2005312)",0,0,999999,719,118
2579,"LINESTRING(16.3747554 48.2071359,16.374878 48.2071183,16.3751384 48.207092,16.3752583 48.2070803,16.3753708 48.2070728,16.3756739 48.2070608,16.3758445 48.207056,16.3759944 48.2070542,16.3761234 48.2070549,16.3762629 48.2070574,16.3764114 48.2070636,16.3766154 48.2070766,16.3768273 48.2070831,16.3770225 48.2070827,16.3772266 48.2070796,16.3774271 48.2070691,16.377608 48.2070577,16.3778199 48.2070396,16.3780039 48.2070205,16.3783721 48.2069884,16.379187 48.2068913,16.3798433 48.206813,16.3800035 48.2067939,16.3802873 48.2067553,16.3811456 48.2066421)",0,0,999999,480,118
2570,"LINESTRING(16.3878261 48.2048986,16.3883503 48.2045218,16.3887855 48.204168,16.3891367 48.2038961,16.3894366 48.2036883,16.3897704 48.2034793,16.3901367 48.2032781,16.3909794 48.2028424,16.3913505 48.2026417,16.3916918 48.2024564,16.3923044 48.202132,16.3929214 48.2018053,16.3937283 48.201336,16.3943776 48.2009077,16.3949694 48.2005582)",0,0,999999,719,118
